Price $,Card Name,Rarity,Set
0.67,Cat (011) // Goblin Wizard Double-sided Token,T,core-set-2021
0.54,Cat (011) // Pirate Double-sided Token,T,core-set-2021
0.53,Cat (011) // Soldier Double-sided Token,T,core-set-2021
0.41,Cat (011) // Zombie Double-sided Token,T,core-set-2021
0.14,Cat (011) Token,T,core-set-2021
7.06,Cat (020) // Dog Double-sided Token,T,core-set-2021
3.06,Cat (020) // Soldier Double-sided Token,T,core-set-2021
1.87,Cat (020) // Zombie Double-sided Token,T,core-set-2021
0.03,Celestial Enforcer,C,core-set-2021
11.21,"Chandra, Flame's Catalyst",M,core-set-2021
0.92,"Chandra, Heart of Fire",M,core-set-2021
1.7,"Chandra, Heart of Fire (Borderless)",M,core-set-2021
1.27,"Chandra, Heart of Fire (Showcase)",M,core-set-2021
0.51,Chandra's Firemaw,R,core-set-2021
0.65,Chandra's Incinerator,R,core-set-2021
0.41,Chandra's Incinerator (Showcase),R,core-set-2021
0.1,Chandra's Magmutt,C,core-set-2021
0.02,Chandra's Magmutt (Showcase),C,core-set-2021
0.09,Chandra's Pyreling,U,core-set-2021
0.06,Chandra's Pyreling (Showcase),U,core-set-2021
11.66,Chromatic Orrery,M,core-set-2021
17.41,Chromatic Orrery (Extended Art),M,core-set-2021
0.02,Chrome Replicator,U,core-set-2021
0.03,Colossal Dreadmaw,C,core-set-2021
0.84,Conclave Mentor,U,core-set-2021
0.02,Concordia Pegasus,C,core-set-2021
1.12,Conspicuous Snoop,R,core-set-2021
2.52,Conspicuous Snoop (Extended Art),R,core-set-2021
0.65,Construct // Goblin Wizard Double-sided Token,T,core-set-2021
0.31,Construct // Soldier Double-sided Token,T,core-set-2021
0.44,Construct // Zombie Double-sided Token,T,core-set-2021
0.16,Construct Token,T,core-set-2021
0.37,Containment Priest,R,core-set-2021
0.65,Containment Priest (Alternate Art),R,core-set-2021
0.07,Crash Through,C,core-set-2021
0.02,Crypt Lurker,C,core-set-2021
0.51,Cultivate,U,core-set-2021
2.48,Cultivate (Alternate Art),R,core-set-2021
0.02,Daybreak Charger,C,core-set-2021
0.03,Deathbloom Thallid,C,core-set-2021
0.02,Defiant Strike,C,core-set-2021
2.24,Demon // Dog Double-sided Token,T,core-set-2021
0.22,Demon // Goblin Wizard Double-sided Token,T,core-set-2021
0.53,Demon // Pirate Double-sided Token,T,core-set-2021
0.43,Demon // Soldier Double-sided Token,T,core-set-2021
0.38,Demon // Zombie Double-sided Token,T,core-set-2021
0.11,Demon Token,T,core-set-2021
0.22,Demonic Embrace,R,core-set-2021
0.74,Demonic Embrace (Extended Art),R,core-set-2021
0.02,Destructive Tampering,C,core-set-2021
0.04,Dire Fleet Warmonger,U,core-set-2021
1.68,Discontinuity,M,core-set-2021
3.69,Discontinuity (Extended Art),M,core-set-2021
0.1,Dismal Backwater,L,core-set-2021
3.17,Dog // Griffin Double-sided Token,T,core-set-2021
3.14,Dog // Saproling Double-sided Token,T,core-set-2021
2.94,Dog // Weird Double-sided Token,T,core-set-2021
0.57,Double Vision,R,core-set-2021
1.19,Double Vision (Extended Art),R,core-set-2021
0.02,Drowsing Tyrannodon,C,core-set-2021
0.03,Dub,C,core-set-2021
0.04,Duress,C,core-set-2021
13.13,Elder Gargaroth,M,core-set-2021
14.3,Elder Gargaroth (Extended Art),M,core-set-2021
0.35,Eliminate,U,core-set-2021
0.38,Emblem - Basri Ket,T,core-set-2021
0.43,"Emblem - Garruk, Unleashed",T,core-set-2021
0.61,"Emblem - Liliana, Waker of the Dead",T,core-set-2021
0.02,Enthralling Hold,U,core-set-2021
0.01,Epitaph Golem,U,core-set-2021
0.1,Experimental Overload,U,core-set-2021
6.31,Fabled Passage,R,core-set-2021
10.54,Fabled Passage (Extended Art),R,core-set-2021
0.06,Faith's Fetters,U,core-set-2021
0.03,Falconer Adept,U,core-set-2021
0.04,Feat of Resistance,C,core-set-2021
0.38,Feline Sovereign,R,core-set-2021
1.06,Feline Sovereign (Extended Art),R,core-set-2021
0.02,Fetid Imp,C,core-set-2021
0.1,Fierce Empath,U,core-set-2021
14.06,Fiery Emancipation,M,core-set-2021
18.36,Fiery Emancipation (Extended Art),M,core-set-2021
0.02,Finishing Blow,C,core-set-2021
0.1,Forest (272),L,core-set-2021
0.08,Forest (273),L,core-set-2021
0.07,Forest (274),L,core-set-2021
0.7,Forest (Showcase),L,core-set-2021
0.04,Forgotten Sentinel,C,core-set-2021
0.16,Frantic Inventory,C,core-set-2021
0.04,Frost Breath,C,core-set-2021
0.11,Fungal Rebirth,U,core-set-2021
0.02,Furious Rise,U,core-set-2021
0.02,Furor of the Bitten,C,core-set-2021
0.44,"Gadrak, the Crown-Scourge",R,core-set-2021
1.8,"Gadrak, the Crown-Scourge (Extended Art)",R,core-set-2021
0.01,Gale Swooper,C,core-set-2021
3.59,"Garruk, Savage Herald",M,core-set-2021
1.47,"Garruk, Unleashed",M,core-set-2021
3.19,"Garruk, Unleashed (Borderless)",M,core-set-2021
1.68,"Garruk, Unleashed (Showcase)",M,core-set-2021
0.03,Garruk's Gorehorn,C,core-set-2021
0.05,Garruk's Gorehorn (Showcase),C,core-set-2021
0.39,Garruk's Harbinger,R,core-set-2021
0.22,Garruk's Harbinger (Showcase),R,core-set-2021
1.98,Garruk's Uprising,U,core-set-2021
1.11,Garruk's Uprising (Showcase),U,core-set-2021
0.51,Garruk's Warsteed,R,core-set-2021
0.74,Ghostly Pilferer,R,core-set-2021
2.0,Ghostly Pilferer (Extended Art),R,core-set-2021
0.02,Gloom Sower,C,core-set-2021
0.27,Glorious Anthem,R,core-set-2021
0.78,Glorious Anthem (Extended Art),R,core-set-2021
0.04,Gnarled Sage,C,core-set-2021
0.01,Goblin Arsonist,C,core-set-2021
0.33,Goblin Wizard // Griffin Double-sided Token,T,core-set-2021
0.24,Goblin Wizard // Knight Double-sided Token,T,core-set-2021
0.31,Goblin Wizard // Treasure Double-sided Token,T,core-set-2021
0.38,Goblin Wizard // Weird Double-sided Token,T,core-set-2021
0.08,Goblin Wizard Token,T,core-set-2021
0.02,Goblin Wizardry,C,core-set-2021
0.08,Goremand,U,core-set-2021
0.05,Grasp of Darkness,C,core-set-2021
0.23,Griffin Aerie,U,core-set-2021
0.08,Griffin Token,T,core-set-2021
12.89,Grim Tutor,M,core-set-2021
15.8,Grim Tutor (Alternate Art),M,core-set-2021
0.05,Havoc Jester,U,core-set-2021
0.07,Heartfire Immolator,U,core-set-2021
0.04,Hellkite Punisher,U,core-set-2021
6.45,Heroic Intervention,R,core-set-2021
9.61,Heroic Intervention (Extended Art),R,core-set-2021
0.44,Historian of Zhalfir,U,core-set-2021
0.01,Hobblefiend,C,core-set-2021
0.48,Hooded Blightfang,R,core-set-2021
0.76,Hooded Blightfang (Extended Art),R,core-set-2021
0.02,Hunter's Edge,C,core-set-2021
0.15,Idol of Endurance,R,core-set-2021
0.35,Idol of Endurance (Extended Art),R,core-set-2021
0.03,Igneous Cur,C,core-set-2021
0.49,Indulging Patrician,U,core-set-2021
0.01,Infernal Scarring,C,core-set-2021
0.35,Invigorating Surge,U,core-set-2021
0.23,Island,L,core-set-2021
0.09,Island (264),L,core-set-2021
0.08,Island (265),L,core-set-2021
0.56,Island (Showcase),L,core-set-2021
0.03,Jeskai Elder,U,core-set-2021
0.28,"Jolrael, Mwonvuli Recluse",R,core-set-2021
1.22,"Jolrael, Mwonvuli Recluse (Extended Art)",R,core-set-2021
0.1,Jungle Hollow,L,core-set-2021
0.18,"Kaervek, the Spiteful",R,core-set-2021
0.48,"Kaervek, the Spiteful (Extended Art)",R,core-set-2021
0.01,Keen Glidemaster,C,core-set-2021
0.47,Keral Keep Disciples,U,core-set-2021
0.05,Kinetic Augur,U,core-set-2021
0.13,Kitesail Freebooter,U,core-set-2021
0.38,Knight // Pirate Double-sided Token,T,core-set-2021
0.47,Knight // Soldier Double-sided Token,T,core-set-2021
0.23,Knight // Zombie Double-sided Token,T,core-set-2021
0.06,Knight Token,T,core-set-2021
0.05,Leafkin Avenger,U,core-set-2021
0.03,Legion's Judgment,C,core-set-2021
0.02,Library Larcenist,C,core-set-2021
0.02,Life Goes On,C,core-set-2021
0.3,Light of Promise,U,core-set-2021
7.84,"Liliana, Death Mage",M,core-set-2021
3.12,"Liliana, Waker of the Dead",M,core-set-2021
9.79,"Liliana, Waker of the Dead (Borderless)",M,core-set-2021
3.69,"Liliana, Waker of the Dead (Showcase)",M,core-set-2021
0.12,Liliana's Devotee,U,core-set-2021
0.07,Liliana's Devotee (Showcase),U,core-set-2021
0.4,Liliana's Scorn,R,core-set-2021
0.71,Liliana's Scrounger,U,core-set-2021
0.27,Liliana's Standard Bearer,R,core-set-2021
0.26,Liliana's Standard Bearer (Showcase),R,core-set-2021
0.05,Liliana's Steward,C,core-set-2021
0.02,Liliana's Steward (Showcase),C,core-set-2021
0.18,Llanowar Visionary,C,core-set-2021
0.17,Lofty Denial,C,core-set-2021
0.06,Lorescale Coatl,U,core-set-2021
0.02,Makeshift Battalion,C,core-set-2021
0.05,Malefic Scythe,U,core-set-2021
8.01,"Mangara, the Diplomat",M,core-set-2021
11.49,"Mangara, the Diplomat (Extended Art)",M,core-set-2021
0.04,Masked Blackguard,C,core-set-2021
3.39,Massacre Wurm,M,core-set-2021
4.03,Massacre Wurm (Alternate Art),M,core-set-2021
2.27,Mazemind Tome,R,core-set-2021
4.25,Mazemind Tome (Extended Art),R,core-set-2021
0.04,Meteorite,U,core-set-2021
0.03,Mind Rot,C,core-set-2021
0.61,Miscast,U,core-set-2021
0.01,Mistral Singer,C,core-set-2021
0.09,Mountain (269),L,core-set-2021
0.08,Mountain (270),L,core-set-2021
0.09,Mountain (271),L,core-set-2021
0.87,Mountain (Showcase),L,core-set-2021
0.18,Mystic Skyfish,C,core-set-2021
0.19,Necromentia,R,core-set-2021
0.47,Necromentia (Extended Art),R,core-set-2021
0.24,"Niambi, Esteemed Speaker",R,core-set-2021
0.61,"Niambi, Esteemed Speaker (Extended Art)",R,core-set-2021
0.23,Nine Lives,R,core-set-2021
1.0,Nine Lives (Extended Art),R,core-set-2021
0.07,Obsessive Stitcher,U,core-set-2021
0.02,Onakke Ogre,C,core-set-2021
0.11,Opt,C,core-set-2021
0.02,Ornery Dilophosaur,C,core-set-2021
0.26,Pack Leader,R,core-set-2021
0.92,Pack Leader (Extended Art),R,core-set-2021
0.28,Palladium Myr,U,core-set-2021
0.75,Peer into the Abyss,R,core-set-2021
3.33,Peer Into the Abyss (Extended Art),R,core-set-2021
0.04,Pestilent Haze,U,core-set-2021
0.49,Pirate // Treasure Double-sided Token,T,core-set-2021
0.7,Pirate // Weird Double-sided Token,T,core-set-2021
0.11,Pirate Token,T,core-set-2021
0.01,Pitchburn Devils,C,core-set-2021
0.15,Plains,L,core-set-2021
0.09,Plains (261),L,core-set-2021
0.09,Plains (262),L,core-set-2021
0.35,Plains (Showcase),L,core-set-2021
0.02,Portcullis Vine,C,core-set-2021
0.44,Predatory Wurm,U,core-set-2021
0.03,Pridemalkin,C,core-set-2021
0.4,Primal Might,R,core-set-2021
1.18,Primal Might (Extended Art),R,core-set-2021
0.02,Prismite,C,core-set-2021
0.13,Pursued Whale,R,core-set-2021
0.43,Pursued Whale (Extended Art),R,core-set-2021
0.04,Quirion Dryad,U,core-set-2021
1.19,"Radha, Heart of Keld",R,core-set-2021
4.34,"Radha, Heart of Keld (Extended Art)",R,core-set-2021
0.11,Radiant Fountain,C,core-set-2021
0.06,Rain of Revelation,U,core-set-2021
0.02,Rambunctious Mutt,C,core-set-2021
0.02,Ranger's Guile,C,core-set-2021
0.02,Read the Tides,C,core-set-2021
0.1,Return to Nature,C,core-set-2021
0.05,Revitalize,C,core-set-2021
0.24,Rewind,U,core-set-2021
0.06,Riddleform,U,core-set-2021
0.02,Rise Again,C,core-set-2021
0.03,Roaming Ghostlight,C,core-set-2021
0.02,Rookie Mistake,C,core-set-2021
0.03,Rousing Read,C,core-set-2021
0.08,Rugged Highlands,L,core-set-2021
0.03,Run Afoul,C,core-set-2021
0.22,Runed Halo,R,core-set-2021
0.51,Runed Halo (Extended Art),R,core-set-2021
0.03,Sabertooth Mauler,C,core-set-2021
0.4,Sanctum of All,R,core-set-2021
1.17,Sanctum of All (Extended Art),R,core-set-2021
0.25,Sanctum of Calm Waters,U,core-set-2021
0.25,Sanctum of Fruitful Harvest,U,core-set-2021
0.24,Sanctum of Shattered Heights,U,core-set-2021
0.36,Sanctum of Stone Fangs,U,core-set-2021
0.23,Sanctum of Tranquil Light,U,core-set-2021
0.02,Sanguine Indulgence,C,core-set-2021
0.5,Saproling // Zombie Double-sided Token,T,core-set-2021
0.09,Saproling Token,T,core-set-2021
1.31,Scavenging Ooze,R,core-set-2021
1.55,Scavenging Ooze (Alternate Art),R,core-set-2021
0.07,Scorching Dragonfire,C,core-set-2021
0.1,Scoured Barrens,L,core-set-2021
0.2,Seasoned Hallowblade,U,core-set-2021
0.02,Secure the Scene,C,core-set-2021
0.26,See the Truth,R,core-set-2021
0.79,See the Truth (Extended Art),R,core-set-2021
0.44,Selfless Savior,U,core-set-2021
0.03,Setessan Training,C,core-set-2021
0.21,Shacklegeist,R,core-set-2021
0.62,Shacklegeist (Extended Art),R,core-set-2021
0.07,Shipwreck Dowser,U,core-set-2021
0.04,Shock,C,core-set-2021
0.02,Short Sword,C,core-set-2021
0.03,Siege Striker,U,core-set-2021
0.36,Sigiled Contender,U,core-set-2021
0.02,Silent Dart,C,core-set-2021
0.31,Silversmote Ghoul,U,core-set-2021
0.03,Skeleton Archer,C,core-set-2021
0.02,Skyscanner,C,core-set-2021
0.05,Skyway Sniper,U,core-set-2021
0.01,Snarespinner,C,core-set-2021
0.37,Soldier // Treasure Double-sided Token,T,core-set-2021
0.59,Soldier // Weird Double-sided Token,T,core-set-2021
0.07,Soldier Token,T,core-set-2021
1.2,Solemn Simulacrum,R,core-set-2021
2.39,Solemn Simulacrum (Alternate Art),R,core-set-2021
0.1,Soul Sear,U,core-set-2021
0.21,Sparkhunter Masticore,R,core-set-2021
0.46,Sparkhunter Masticore (Extended Art),R,core-set-2021
1.27,Speaker of the Heavens,R,core-set-2021
2.18,Speaker of the Heavens (Extended Art),R,core-set-2021
0.02,Spellgorger Weird,C,core-set-2021
0.03,Spined Megalodon,C,core-set-2021
0.23,Spirit of Malevolence,C,core-set-2021
0.22,Sporeweb Weaver,R,core-set-2021
0.4,Sporeweb Weaver (Extended Art),R,core-set-2021
0.03,Staunch Shieldmate,C,core-set-2021
0.43,Storm Caller,C,core-set-2021
1.13,Stormwing Entity,R,core-set-2021
2.34,Stormwing Entity (Extended Art),R,core-set-2021
0.25,"Subira, Tulzidi Caravanner",R,core-set-2021
0.53,"Subira, Tulzidi Caravanner (Extended Art)",R,core-set-2021
1.89,Sublime Epiphany,R,core-set-2021
3.8,Sublime Epiphany (Extended Art),R,core-set-2021
0.01,Sure Strike,C,core-set-2021
0.13,Swamp,L,core-set-2021
0.06,Swamp (267),L,core-set-2021
0.07,Swamp (268),L,core-set-2021
0.76,Swamp (Showcase),L,core-set-2021
0.05,Swift Response,C,core-set-2021
0.12,Swiftwater Cliffs,L,core-set-2021
0.05,Tavern Swindler,U,core-set-2021
8.88,"Teferi, Master of Time",M,core-set-2021
9.64,"Teferi, Master of Time (275)",M,core-set-2021
9.08,"Teferi, Master of Time (276)",M,core-set-2021
9.38,"Teferi, Master of Time (277)",M,core-set-2021
11.54,"Teferi, Master of Time (Borderless)",M,core-set-2021
10.41,"Teferi, Master of Time (Showcase) (290)",M,core-set-2021
10.35,"Teferi, Master of Time (Showcase) (291)",M,core-set-2021
11.7,"Teferi, Master of Time (Showcase) (292)",M,core-set-2021
11.31,"Teferi, Master of Time (Showcase) (293)",M,core-set-2021
3.79,"Teferi, Timeless Voyager",M,core-set-2021
1.76,Teferi's Ageless Insight,R,core-set-2021
1.19,Teferi's Ageless Insight (Showcase),R,core-set-2021
0.03,Teferi's Protege,C,core-set-2021
0.03,Teferi's Protege (Showcase),C,core-set-2021
0.45,Teferi's Tutelage,U,core-set-2021
0.27,Teferi's Tutelage (Showcase),U,core-set-2021
0.35,Teferi's Wavecaster,R,core-set-2021
0.03,Tempered Veteran,U,core-set-2021
0.41,Temple of Epiphany,R,core-set-2021
1.76,Temple of Epiphany (Extended Art),R,core-set-2021
0.3,Temple of Malady,R,core-set-2021
1.55,Temple of Malady (Extended Art),R,core-set-2021
0.3,Temple of Mystery,R,core-set-2021
1.48,Temple of Mystery (Extended Art),R,core-set-2021
0.51,Temple of Silence,R,core-set-2021
1.9,Temple of Silence (Extended Art),R,core-set-2021
0.36,Temple of Triumph,R,core-set-2021
1.69,Temple of Triumph (Extended Art),R,core-set-2021
16.08,Terror of the Peaks,M,core-set-2021
25.8,Terror of the Peaks (Extended Art),M,core-set-2021
1.96,Thieves' Guild Enforcer,R,core-set-2021
3.84,Thieves' Guild Enforcer (Extended Art),R,core-set-2021
0.08,Thornwood Falls,L,core-set-2021
0.08,Thrashing Brontodon,U,core-set-2021
0.11,Thrill of Possibility,C,core-set-2021
0.05,Tide Skimmer,U,core-set-2021
0.03,Titanic Growth,C,core-set-2021
0.09,Tolarian Kraken,U,core-set-2021
0.02,Tome Anima,C,core-set-2021
0.24,Tormod's Crypt,U,core-set-2021
0.03,Track Down,C,core-set-2021
0.07,Traitorous Greed,U,core-set-2021
0.1,Tranquil Cove,L,core-set-2021
0.28,Transmogrify,R,core-set-2021
0.71,Transmogrify (Extended Art),R,core-set-2021
1.71,Treasure // Zombie Double-sided Token,T,core-set-2021
0.2,Treasure Token,T,core-set-2021
0.03,Trufflesnout,C,core-set-2021
0.02,Turn to Slag,C,core-set-2021
0.01,Turret Ogre,C,core-set-2021
0.06,Twinblade Assassins,U,core-set-2021
20.83,"Ugin, the Spirit Dragon",M,core-set-2021
29.2,"Ugin, the Spirit Dragon (Borderless)",M,core-set-2021
24.75,"Ugin, the Spirit Dragon (Showcase)",M,core-set-2021
0.44,Unleash Fury,U,core-set-2021
0.11,Unsubstantiate,U,core-set-2021
0.03,Valorous Steed,C,core-set-2021
0.87,Village Rites,C,core-set-2021
3.25,"Vito, Thorn of the Dusk Rose",R,core-set-2021
5.58,"Vito, Thorn of the Dusk Rose (Extended Art)",R,core-set-2021
0.02,Vodalian Arcanist,C,core-set-2021
0.04,Volcanic Geyser,U,core-set-2021
0.13,Volcanic Salvo,R,core-set-2021
0.27,Volcanic Salvo (Extended Art),R,core-set-2021
0.09,Vryn Wingmare,U,core-set-2021
0.07,Waker of Waves,U,core-set-2021
0.02,Walking Corpse,C,core-set-2021
0.04,Wall of Runes,C,core-set-2021
0.02,Warded Battlements,C,core-set-2021
0.03,Warden of the Woods,U,core-set-2021
0.4,Watcher of the Spheres,U,core-set-2021
0.99,Weird // Zombie Double-sided Token,T,core-set-2021
0.16,Weird Token,T,core-set-2021
0.19,Wildwood Patrol,C,core-set-2021
0.25,Wildwood Scourge,U,core-set-2021
0.06,Wind-Scarred Crag,L,core-set-2021
0.02,Wishcoin Crab,C,core-set-2021
0.06,Witch's Cauldron,U,core-set-2021
0.11,Zombie Token,T,core-set-2021
0.02,Adaptive Shimmerer,C,ikoria-lair-of-behemoths
0.02,Adventurous Impulse,C,ikoria-lair-of-behemoths
0.02,Aegis Turtle,C,ikoria-lair-of-behemoths
0.03,Alert Heedbonder,U,ikoria-lair-of-behemoths
0.02,Almighty Brushwagg,C,ikoria-lair-of-behemoths
3.33,"Anguirus, Armored Killer - Gemrazer",R,ikoria-lair-of-behemoths
0.01,Anticipate,C,ikoria-lair-of-behemoths
0.02,Archipelagore,U,ikoria-lair-of-behemoths
0.18,Archipelagore (Showcase),U,ikoria-lair-of-behemoths
0.09,Auspicious Starrix,U,ikoria-lair-of-behemoths
0.46,Auspicious Starrix (Showcase),U,ikoria-lair-of-behemoths
0.03,Avian Oddity,U,ikoria-lair-of-behemoths
1.27,"Babygodzilla, Ruin Reborn - Pollywog Symbiote",U,ikoria-lair-of-behemoths
0.07,Back for More,U,ikoria-lair-of-behemoths
0.13,Barrier Breach,U,ikoria-lair-of-behemoths
0.62,Bastion of Remembrance,U,ikoria-lair-of-behemoths
3.86,"Battra, Terror of the City - Dirge Bat (JP Alternate Art)",R,ikoria-lair-of-behemoths
0.26,Beast // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.09,Beast // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.11,Beast // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.11,Beast Token,T,ikoria-lair-of-behemoths
20.05,"Biollante, Plant Beast Form - Nethroi, Apex of Death",M,ikoria-lair-of-behemoths
14.59,"Bio-Quartz Spacegodzilla - Brokkos, Apex of Forever",M,ikoria-lair-of-behemoths
0.01,Blade Banish,C,ikoria-lair-of-behemoths
0.05,Blazing Volley,C,ikoria-lair-of-behemoths
0.02,Blisterspit Gremlin,C,ikoria-lair-of-behemoths
0.02,Blitz Leech,C,ikoria-lair-of-behemoths
0.08,Blitz of the Thunder-Raptor,U,ikoria-lair-of-behemoths
0.02,Blood Curdle,C,ikoria-lair-of-behemoths
0.1,Bloodfell Caves,L,ikoria-lair-of-behemoths
0.08,Blossoming Sands,L,ikoria-lair-of-behemoths
1.3,Bonders' Enclave,R,ikoria-lair-of-behemoths
2.52,Bonders' Enclave (Extended Art),R,ikoria-lair-of-behemoths
0.04,Boneyard Lurker,U,ikoria-lair-of-behemoths
0.24,Boneyard Lurker (Showcase),U,ikoria-lair-of-behemoths
0.09,Boon of the Wish-Giver,U,ikoria-lair-of-behemoths
0.02,Boot Nipper,C,ikoria-lair-of-behemoths
0.02,Bristling Boar,C,ikoria-lair-of-behemoths
1.78,"Brokkos, Apex of Forever",M,ikoria-lair-of-behemoths
3.28,"Brokkos, Apex of Forever (Showcase)",M,ikoria-lair-of-behemoths
0.01,Bushmeat Poacher,C,ikoria-lair-of-behemoths
0.88,Call of the Death-Dweller,U,ikoria-lair-of-behemoths
0.02,Capture Sphere,C,ikoria-lair-of-behemoths
0.14,Cat // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.1,Cat // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.14,Cat // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.31,Cat Bird // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.13,Cat Bird // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.25,Cat Bird // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.2,Cat Bird Token,T,ikoria-lair-of-behemoths
0.18,Cat Token,T,ikoria-lair-of-behemoths
0.11,Cathartic Reunion,C,ikoria-lair-of-behemoths
0.01,Cavern Whisperer,C,ikoria-lair-of-behemoths
0.04,Cavern Whisperer (Showcase),C,ikoria-lair-of-behemoths
0.01,Channeled Force,U,ikoria-lair-of-behemoths
0.05,Charge of the Forever-Beast,U,ikoria-lair-of-behemoths
0.01,Checkpoint Officer,C,ikoria-lair-of-behemoths
1.47,"Chevill, Bane of Monsters",M,ikoria-lair-of-behemoths
2.85,"Chevill, Bane of Monsters (Extended Art)",M,ikoria-lair-of-behemoths
0.05,Chittering Harvester,U,ikoria-lair-of-behemoths
0.22,Chittering Harvester (Showcase),U,ikoria-lair-of-behemoths
0.02,Clash of Titans,U,ikoria-lair-of-behemoths
0.02,Cloudpiercer,C,ikoria-lair-of-behemoths
0.05,Cloudpiercer (Showcase),C,ikoria-lair-of-behemoths
0.32,Colossification,R,ikoria-lair-of-behemoths
0.59,Colossification (Extended Art),R,ikoria-lair-of-behemoths
0.01,Convolute,C,ikoria-lair-of-behemoths
0.03,Coordinated Charge,C,ikoria-lair-of-behemoths
0.03,Corpse Churn,C,ikoria-lair-of-behemoths
0.02,Crystacean,C,ikoria-lair-of-behemoths
0.47,Crystalline Giant,R,ikoria-lair-of-behemoths
1.21,Crystalline Giant (Extended Art),R,ikoria-lair-of-behemoths
0.33,Cubwarden,R,ikoria-lair-of-behemoths
0.7,Cubwarden (Showcase),R,ikoria-lair-of-behemoths
0.25,Cunning Nightbonder,U,ikoria-lair-of-behemoths
0.01,Dark Bargain,C,ikoria-lair-of-behemoths
0.02,Daysquad Marshal,C,ikoria-lair-of-behemoths
0.02,Dead Weight,C,ikoria-lair-of-behemoths
0.2,Death's Oasis,R,ikoria-lair-of-behemoths
0.47,Death's Oasis (Extended Art),R,ikoria-lair-of-behemoths
2.48,"Destoroyah, Perfect Lifeform - Everquill Phoenix",R,ikoria-lair-of-behemoths
0.13,Dinosaur // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.24,Dinosaur // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.13,Dinosaur // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.7,Dinosaur Beast // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.55,Dinosaur Beast // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.38,Dinosaur Beast // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.85,Dinosaur Beast Token,T,ikoria-lair-of-behemoths
0.06,Dinosaur Token,T,ikoria-lair-of-behemoths
0.22,Dire Tactics,U,ikoria-lair-of-behemoths
0.49,Dirge Bat,R,ikoria-lair-of-behemoths
0.92,Dirge Bat (Showcase),R,ikoria-lair-of-behemoths
0.11,Dismal Backwater,L,ikoria-lair-of-behemoths
0.01,Divine Arrow,C,ikoria-lair-of-behemoths
1.6,"Dorat, the Perfect Pet - Sprite Dragon",U,ikoria-lair-of-behemoths
0.07,Drannith Healer,C,ikoria-lair-of-behemoths
3.73,Drannith Magistrate,R,ikoria-lair-of-behemoths
5.28,Drannith Magistrate (Extended Art),R,ikoria-lair-of-behemoths
0.15,Drannith Stinger,C,ikoria-lair-of-behemoths
0.02,Dreamtail Heron,C,ikoria-lair-of-behemoths
0.04,Dreamtail Heron (Showcase),C,ikoria-lair-of-behemoths
0.03,Durable Coilbug,C,ikoria-lair-of-behemoths
0.08,Duskfang Mentor,U,ikoria-lair-of-behemoths
0.04,Easy Prey,U,ikoria-lair-of-behemoths
2.42,Eerie Ultimatum,R,ikoria-lair-of-behemoths
4.39,Eerie Ultimatum (Extended Art),R,ikoria-lair-of-behemoths
0.05,Emblem - Companion,T,ikoria-lair-of-behemoths
0.4,Emblem - Narset of the Ancient Way,T,ikoria-lair-of-behemoths
0.41,Emergent Ultimatum,R,ikoria-lair-of-behemoths
1.13,Emergent Ultimatum (Extended Art),R,ikoria-lair-of-behemoths
0.04,Escape Protocol,U,ikoria-lair-of-behemoths
0.08,Essence Scatter,C,ikoria-lair-of-behemoths
0.06,Essence Symbiote,C,ikoria-lair-of-behemoths
0.22,Everquill Phoenix,R,ikoria-lair-of-behemoths
0.22,Everquill Phoenix (Showcase),R,ikoria-lair-of-behemoths
0.1,Evolving Wilds,C,ikoria-lair-of-behemoths
0.03,Excavation Mole,C,ikoria-lair-of-behemoths
1.25,Extinction Event,R,ikoria-lair-of-behemoths
3.01,Extinction Event (Extended Art),R,ikoria-lair-of-behemoths
0.01,Exuberant Wolfbear,U,ikoria-lair-of-behemoths
0.01,Facet Reader,C,ikoria-lair-of-behemoths
0.03,Farfinder,C,ikoria-lair-of-behemoths
0.21,Feather // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.14,Feather // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.23,Feather // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.21,Feather Token,T,ikoria-lair-of-behemoths
0.02,Ferocious Tigorilla,C,ikoria-lair-of-behemoths
